Word=Confidence Pos=NN StartS=t I
Word=closed Pos=VBD PPos=NNS StartS=f O
Word=moderately Pos=RB PPos=VBD StartS=f O
Word=lower Pos=JJR PPos=RB StartS=f O
Word=. Pos=. PPos=JJR StartS=f O

Word=Share Pos=NN StartS=t I
Word=prices Pos=NNS PPos=NN StartS=f I
Word=closed Pos=VBD PPos=NNS StartS=f O
Word=higher Pos=JJR PPos=VBD StartS=f O
Word=in Pos=IN PPos=JJR StartS=f O
Word=Sydney Pos=NNP PPos=IN StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=Taipei Pos=NNP PPos=, StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=Wellington Pos=NNP PPos=, StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=Manila Pos=NNP PPos=, StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=Hong Pos=NNP PPos=, StartS=f I
Word=Kong Pos=NNP PPos=NNP StartS=f I
Word=and Pos=CC PPos=NNP StartS=f O
Word=Singapore Pos=NNP PPos=CC StartS=f I
Word=and Pos=CC PPos=NNP StartS=f O
Word=were Pos=VBD PPos=CC StartS=f O
Word=lower Pos=JJR PPos=VBD StartS=f O
Word=in Pos=IN PPos=JJR StartS=f O
Word=Seoul Pos=NNP PPos=IN StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=Here Pos=RB StartS=t O
Word=are Pos=VBP PPos=RB StartS=f O
Word=price Pos=NN PPos=VBP StartS=f I
Word=trends Pos=NNS PPos=NN StartS=f I
Word=on Pos=IN PPos=NNS StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=world Pos=NN PPos=DT StartS=f I
Word='s Pos=POS PPos=NN StartS=f B
Word=major Pos=JJ PPos=POS StartS=f I
Word=stock Pos=NN PPos=JJ StartS=f I
Word=markets Pos=NNS PPos=NN StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=as Pos=IN PPos=, StartS=f O
Word=calculated Pos=VBN PPos=IN StartS=f O
Word=by Pos=IN PPos=VBN StartS=f O
Word=Morgan Pos=NNP PPos=IN StartS=f I
Word=Stanley Pos=NNP PPos=NNP StartS=f I
Word=Capital Pos=NNP PPos=NNP StartS=f I
Word=International Pos=NNP PPos=NNP StartS=f I
Word=Perspective Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=Geneva Pos=NNP PPos=, StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=To Pos=TO StartS=t O
Word=make Pos=VB PPos=TO StartS=f O
Word=them Pos=PRP PPos=VB StartS=f I
Word=directly Pos=RB PPos=PRP StartS=f O
Word=comparable Pos=JJ PPos=RB StartS=f O
Word=, Pos=, PPos=JJ StartS=f O
Word=each Pos=DT PPos=, StartS=f I
Word=index Pos=NN PPos=DT StartS=f I
Word=is Pos=VBZ PPos=NN StartS=f O
Word=based Pos=VBN PPos=VBZ StartS=f O
Word=on Pos=IN PPos=VBN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=close Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=1969 Pos=CD PPos=IN StartS=f I
Word=equaling Pos=VBG PPos=CD StartS=f O
Word=100 Pos=CD PPos=VBG StartS=f I
Word=. Pos=. PPos=CD StartS=f O

Word=The Pos=DT StartS=t I
Word=percentage Pos=NN PPos=DT StartS=f I
Word=change Pos=NN PPos=NN StartS=f I
Word=is Pos=VBZ PPos=NN StartS=f O
Word=since Pos=IN PPos=VBZ StartS=f O
Word=year-end Pos=NN PPos=IN StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=The Pos=DT StartS=t I
Word=U.S. Pos=NNP PPos=DT StartS=f I
Word=is Pos=VBZ PPos=NNP StartS=f O
Word=required Pos=VBN PPos=VBZ StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=notify Pos=VB PPos=TO StartS=f O
Word=foreign Pos=JJ PPos=VB StartS=f I
Word=dictators Pos=NNS PPos=JJ StartS=f I
Word=if Pos=IN PPos=NNS StartS=f O
Word=it Pos=PRP PPos=IN StartS=f I
Word=knows Pos=VBZ PPos=PRP StartS=f O
Word=of Pos=IN PPos=VBZ StartS=f O
Word=coup Pos=NN PPos=IN StartS=f I
Word=plans Pos=NNS PPos=NN StartS=f I
Word=likely Pos=JJ PPos=NNS StartS=f O
Word=to Pos=TO PPos=JJ StartS=f O
Word=endanger Pos=VB PPos=TO StartS=f O
Word=their Pos=PRP$ PPos=VB StartS=f I
Word=lives Pos=NNS PPos=PRP$ StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=government Pos=NN PPos=, StartS=f I
Word=officials Pos=NNS PPos=NN StartS=f I
Word=said Pos=VBD PPos=NNS StartS=f O
Word=. Pos=. PPos=VBD StartS=f O

Word=The Pos=DT StartS=t I
Word=notification Pos=NN PPos=DT StartS=f I
Word=policy Pos=NN PPos=NN StartS=f I
Word=was Pos=VBD PPos=NN StartS=f O
Word=part Pos=NN PPos=VBD StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=set Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=guidelines Pos=NNS PPos=IN StartS=f I
Word=on Pos=IN PPos=NNS StartS=f O
Word=handling Pos=NN PPos=IN StartS=f O
Word=coups Pos=NNS PPos=NN StartS=f I
Word=outlined Pos=VBN PPos=NNS StartS=f O
Word=in Pos=IN PPos=VBN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=secret Pos=JJ PPos=DT StartS=f I
Word=1988 Pos=CD PPos=JJ StartS=f I
Word=exchange Pos=NN PPos=CD StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=letters Pos=NNS PPos=IN StartS=f I
Word=between Pos=IN PPos=NNS StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=Reagan Pos=NNP PPos=DT StartS=f I
Word=administration Pos=NN PPos=NNP StartS=f I
Word=and Pos=CC PPos=NN StartS=f O
Word=the Pos=DT PPos=CC StartS=f I
Word=Senate Pos=NNP PPos=DT StartS=f I
Word=Intelligence Pos=NNP PPos=NNP StartS=f I
Word=Committee Pos=NNP PPos=NNP StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=The Pos=DT StartS=t I
Word=existence Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=guidelines Pos=NNS PPos=DT StartS=f I
Word=has Pos=VBZ PPos=NNS StartS=f O
Word=become Pos=VBN PPos=VBZ StartS=f O
Word=known Pos=VBN PPos=VBN StartS=f O
Word=since Pos=IN PPos=VBN StartS=f O
Word=President Pos=NNP PPos=IN StartS=f I
Word=Bush Pos=NNP PPos=NNP StartS=f I
Word=disclosed Pos=VBD PPos=NNP StartS=f O
Word=them Pos=PRP PPos=VBD StartS=f I
Word=privately Pos=RB PPos=PRP StartS=f O
Word=to Pos=TO PPos=RB StartS=f O
Word=seven Pos=CD PPos=TO StartS=f I
Word=Republican Pos=NNP PPos=CD StartS=f I
Word=senators Pos=NNS PPos=NNP StartS=f I
Word=at Pos=IN PPos=NNS StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=White Pos=NNP PPos=DT StartS=f I
Word=House Pos=NNP PPos=NNP StartS=f I
Word=meeting Pos=NN PPos=NNP StartS=f I
Word=last Pos=JJ PPos=NN StartS=f B
Word=Monday Pos=NNP PPos=JJ StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=Officials Pos=NNS StartS=t I
Word=familiar Pos=JJ PPos=NNS StartS=f O
Word=with Pos=IN PPos=JJ StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=meeting Pos=NN PPos=DT StartS=f I
Word=said Pos=VBD PPos=NN StartS=f O
Word=Mr. Pos=NNP PPos=VBD StartS=f I
Word=Bush Pos=NNP PPos=NNP StartS=f I
Word=cited Pos=VBD PPos=NNP StartS=f O
Word=the Pos=DT PPos=VBD StartS=f I
Word=policy Pos=NN PPos=DT StartS=f I
Word=as Pos=IN PPos=NN StartS=f O
Word=an Pos=DT PPos=IN StartS=f I
Word=example Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=sort Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=congressional Pos=JJ PPos=IN StartS=f I
Word=requirements Pos=NNS PPos=JJ StartS=f I
Word=the Pos=DT PPos=NNS StartS=f B
Word=administration Pos=NN PPos=DT StartS=f I
Word=contends Pos=VBZ PPos=NN StartS=f O
Word=contribute Pos=VB PPos=VBZ StartS=f O
Word=to Pos=TO PPos=VB StartS=f O
Word=the Pos=DT PPos=TO StartS=f I
Word=failure Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=such Pos=JJ PPos=IN StartS=f I
Word=covert Pos=JJ PPos=JJ StartS=f I
Word=actions Pos=NNS PPos=JJ StartS=f I
Word=as Pos=IN PPos=NNS StartS=f O
Word=this Pos=DT PPos=IN StartS=f I
Word=month Pos=NN PPos=DT StartS=f I
Word='s Pos=POS PPos=NN StartS=f B
Word=futile Pos=JJ PPos=POS StartS=f I
Word=effort Pos=NN PPos=JJ StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=oust Pos=VB PPos=TO StartS=f O
Word=Panamanian Pos=JJ PPos=VB StartS=f I
Word=dictator Pos=NN PPos=JJ StartS=f I
Word=Manuel Pos=NNP PPos=NN StartS=f I
Word=Noriega Pos=NNP PPos=NNP StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=According Pos=VBG StartS=t O
Word=to Pos=TO PPos=VBG StartS=f O
Word=the Pos=DT PPos=TO StartS=f I
Word=officials Pos=NNS PPos=DT StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=Mr. Pos=NNP PPos=, StartS=f I
Word=Bush Pos=NNP PPos=NNP StartS=f I
Word=even Pos=RB PPos=NNP StartS=f O
Word=read Pos=VB PPos=RB StartS=f O
Word=to Pos=TO PPos=VB StartS=f O
Word=the Pos=DT PPos=TO StartS=f I
Word=senators Pos=NNS PPos=DT StartS=f I
Word=selections Pos=NNS PPos=NNS StartS=f B
Word=from Pos=IN PPos=NNS StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=highly Pos=RB PPos=DT StartS=f I
Word=classified Pos=VBN PPos=RB StartS=f I
Word=letter Pos=NN PPos=VBN StartS=f I
Word=from Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=committee Pos=NN PPos=DT StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=the Pos=DT PPos=TO StartS=f I
Word=White Pos=NNP PPos=DT StartS=f I
Word=House Pos=NNP PPos=NNP StartS=f I
Word=discussing Pos=VBG PPos=NNP StartS=f O
Word=the Pos=DT PPos=VBG StartS=f I
Word=guidelines Pos=NNS PPos=DT StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=They Pos=PRP StartS=t I
Word=said Pos=VBD PPos=PRP StartS=f O
Word=the Pos=DT PPos=VBD StartS=f I
Word=president Pos=NN PPos=DT StartS=f I
Word=conceded Pos=VBD PPos=NN StartS=f O
Word=the Pos=DT PPos=VBD StartS=f I
Word=notification Pos=NN PPos=DT StartS=f I
Word=requirement Pos=NN PPos=NN StartS=f I
Word=did Pos=VBD PPos=NN StartS=f O
Word=n't Pos=RB PPos=VBD StartS=f O
Word=affect Pos=VB PPos=RB StartS=f O
Word=his Pos=PRP$ PPos=VB StartS=f I
Word=decision Pos=NN PPos=PRP$ StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=lend Pos=VB PPos=TO StartS=f O
Word=only Pos=RB PPos=VB StartS=f I
Word=minor Pos=JJ PPos=RB StartS=f I
Word=support Pos=NN PPos=JJ StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=this Pos=DT PPos=TO StartS=f I
Word=month Pos=NN PPos=DT StartS=f I
Word='s Pos=POS PPos=NN StartS=f B
Word=Panama Pos=NNP PPos=POS StartS=f I
Word=coup Pos=NN PPos=NNP StartS=f I
Word=effort Pos=NN PPos=NN StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=No Pos=DT StartS=t I
Word=notification Pos=NN PPos=DT StartS=f I
Word=was Pos=VBD PPos=NN StartS=f O
Word=ever Pos=RB PPos=VBD StartS=f O
Word=considered Pos=VBN PPos=RB StartS=f O
Word=, Pos=, PPos=VBN StartS=f O
Word=officials Pos=NNS PPos=, StartS=f I
Word=said Pos=VBD PPos=NNS StartS=f O
Word=, Pos=, PPos=VBD StartS=f O
Word=apparently Pos=RB PPos=, StartS=f O
Word=because Pos=IN PPos=RB StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=U.S. Pos=NNP PPos=DT StartS=f I
Word=did Pos=VBD PPos=NNP StartS=f O
Word=n't Pos=RB PPos=VBD StartS=f O
Word=think Pos=VB PPos=RB StartS=f O
Word=the Pos=DT PPos=VB StartS=f I
Word=coup Pos=NN PPos=DT StartS=f I
Word=plotters Pos=NNS PPos=NN StartS=f I
Word=intended Pos=VBN PPos=NNS StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=kill Pos=VB PPos=TO StartS=f O
Word=Mr. Pos=NNP PPos=VB StartS=f I
Word=Noriega Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=but Pos=CC PPos=, StartS=f O
Word=merely Pos=RB PPos=CC StartS=f O
Word=sought Pos=VBD PPos=RB StartS=f O
Word=to Pos=TO PPos=VBD StartS=f O
Word=imprison Pos=VB PPos=TO StartS=f O
Word=him Pos=PRP PPos=VB StartS=f I
Word=. Pos=. PPos=PRP StartS=f O

Word=What Pos=WP StartS=t I
Word='s Pos=VBZ PPos=WP StartS=f O
Word=more Pos=JJR PPos=VBZ StartS=f I
Word=, Pos=, PPos=JJR StartS=f O
Word=both Pos=DT PPos=, StartS=f O
Word=administration Pos=NN PPos=DT StartS=f I
Word=and Pos=CC PPos=NN StartS=f O
Word=congressional Pos=JJ PPos=CC StartS=f I
Word=officials Pos=NNS PPos=JJ StartS=f I
Word=hint Pos=VBP PPos=NNS StartS=f O
Word=that Pos=IN PPos=VBP StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=notification Pos=NN PPos=DT StartS=f I
Word=requirement Pos=NN PPos=NN StartS=f I
Word=is Pos=VBZ PPos=NN StartS=f O
Word=likely Pos=JJ PPos=VBZ StartS=f O
Word=to Pos=TO PPos=JJ StartS=f O
Word=be Pos=VB PPos=TO StartS=f O
Word=dropped Pos=VBN PPos=VB StartS=f O
Word=from Pos=IN PPos=VBN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=guidelines Pos=NNS PPos=DT StartS=f I
Word=on Pos=IN PPos=NNS StartS=f O
Word=coup Pos=NN PPos=IN StartS=f I
Word=attempts Pos=NNS PPos=NN StartS=f I
Word=that Pos=WDT PPos=NNS StartS=f B
Word=are Pos=VBP PPos=WDT StartS=f O
Word=being Pos=VBG PPos=VBP StartS=f O
Word=rewritten Pos=VBN PPos=VBG StartS=f O
Word=by Pos=IN PPos=VBN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=panel Pos=NN PPos=DT StartS=f I
Word=and Pos=CC PPos=NN StartS=f O
Word=the Pos=DT PPos=CC StartS=f I
Word=White Pos=NNP PPos=DT StartS=f I
Word=House Pos=NNP PPos=NNP StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=The Pos=DT StartS=t I
Word=rewriting Pos=VBG PPos=DT StartS=f I
Word=was Pos=VBD PPos=VBG StartS=f O
Word=launched Pos=VBN PPos=VBD StartS=f O
Word=at Pos=IN PPos=VBN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=meeting Pos=NN PPos=DT StartS=f I
Word=between Pos=IN PPos=NN StartS=f O
Word=Mr. Pos=NNP PPos=IN StartS=f I
Word=Bush Pos=NNP PPos=NNP StartS=f I
Word=and Pos=CC PPos=NNP StartS=f O
Word=intelligence Pos=NN PPos=CC StartS=f I
Word=committee Pos=NN PPos=NN StartS=f I
Word=leaders Pos=NNS PPos=NN StartS=f I
Word=Oct. Pos=NNP PPos=NNS StartS=f B
Word=12 Pos=CD PPos=NNP StartS=f I
Word=, Pos=, PPos=CD StartS=f O
Word=a Pos=DT PPos=, StartS=f I
Word=few Pos=JJ PPos=DT StartS=f I
Word=days Pos=NNS PPos=JJ StartS=f I
Word=before Pos=IN PPos=NNS StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=meeting Pos=NN PPos=DT StartS=f I
Word=at Pos=IN PPos=NN StartS=f O
Word=which Pos=WDT PPos=IN StartS=f I
Word=the Pos=DT PPos=WDT StartS=f B
Word=president Pos=NN PPos=DT StartS=f I
Word=complained Pos=VBD PPos=NN StartS=f O
Word=about Pos=IN PPos=VBD StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=rules Pos=NNS PPos=DT StartS=f I
Word=. Pos=. PPos=NNS StartS=f O

Word=However Pos=RB StartS=t O
Word=, Pos=, PPos=RB StartS=f O
Word=the Pos=DT PPos=, StartS=f I
Word=disclosure Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=guidelines Pos=NNS PPos=DT StartS=f I
Word=, Pos=, PPos=NNS StartS=f O
Word=first Pos=JJ PPos=, StartS=f O
Word=reported Pos=VBD PPos=JJ StartS=f O
Word=last Pos=JJ PPos=VBD StartS=f I
Word=night Pos=NN PPos=JJ StartS=f I
Word=by Pos=IN PPos=NN StartS=f O
Word=NBC Pos=NNP PPos=IN StartS=f I
Word=News Pos=NNP PPos=NNP StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=is Pos=VBZ PPos=, StartS=f O
Word=already Pos=RB PPos=VBZ StartS=f O
Word=being Pos=VBG PPos=RB StartS=f O
Word=interpreted Pos=VBN PPos=VBG StartS=f O
Word=on Pos=IN PPos=VBN StartS=f O
Word=Capitol Pos=NNP PPos=IN StartS=f I
Word=Hill Pos=NNP PPos=NNP StartS=f I
Word=as Pos=IN PPos=NNP StartS=f O
Word=an Pos=DT PPos=IN StartS=f I
Word=unfair Pos=JJ PPos=DT StartS=f I
Word=effort Pos=NN PPos=JJ StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=pressure Pos=VB PPos=TO StartS=f O
Word=Congress Pos=NNP PPos=VB StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=It Pos=PRP StartS=t I
Word=has Pos=VBZ PPos=PRP StartS=f O
Word=reopened Pos=VBN PPos=VBZ StartS=f O
Word=the Pos=DT PPos=VBN StartS=f I
Word=bitter Pos=JJ PPos=DT StartS=f I
Word=wrangling Pos=NN PPos=JJ StartS=f I
Word=between Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=White Pos=NNP PPos=DT StartS=f I
Word=House Pos=NNP PPos=NNP StartS=f I
Word=and Pos=CC PPos=NNP StartS=f O
Word=Congress Pos=NNP PPos=CC StartS=f I
Word=over Pos=IN PPos=NNP StartS=f O
Word=who Pos=WP PPos=IN StartS=f I
Word=is Pos=VBZ PPos=WP StartS=f O
Word=responsible Pos=JJ PPos=VBZ StartS=f O
Word=for Pos=IN PPos=JJ StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=failure Pos=NN PPos=DT StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=oust Pos=VB PPos=TO StartS=f O
Word=Mr. Pos=NNP PPos=VB StartS=f I
Word=Noriega Pos=NNP PPos=NNP StartS=f I
Word=and Pos=CC PPos=NNP StartS=f O
Word=, Pos=, PPos=CC StartS=f O
Word=more Pos=RBR PPos=, StartS=f O
Word=broadly Pos=RB PPos=RBR StartS=f O
Word=, Pos=, PPos=RB StartS=f O
Word=for Pos=IN PPos=, StartS=f O
Word=difficulties Pos=NNS PPos=IN StartS=f I
Word=in Pos=IN PPos=NNS StartS=f O
Word=carrying Pos=VBG PPos=IN StartS=f O
Word=out Pos=RP PPos=VBG StartS=f O
Word=covert Pos=JJ PPos=RP StartS=f I
Word=activities Pos=NNS PPos=JJ StartS=f I
Word=abroad Pos=RB PPos=NNS StartS=f O
Word=. Pos=. PPos=RB StartS=f O

Word=A Pos=DT StartS=t I
Word=statement Pos=NN PPos=DT StartS=f I
Word=issued Pos=VBN PPos=NN StartS=f O
Word=by Pos=IN PPos=VBN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=office Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=committee Pos=NN PPos=DT StartS=f I
Word=chairman Pos=NN PPos=NN StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=Sen. Pos=NNP PPos=, StartS=f I
Word=David Pos=NNP PPos=NNP StartS=f I
Word=Boren Pos=NNP PPos=NNP StartS=f I
Word=-LRB- Pos=( PPos=NNP StartS=f O
Word=D. Pos=NNP PPos=( StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=Okla. Pos=NNP PPos=, StartS=f I
Word=-RRB- Pos=) PPos=NNP StartS=f O
Word=, Pos=, PPos=) StartS=f O
Word=charged Pos=VBN PPos=, StartS=f O
Word=that Pos=IN PPos=VBN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=disclosure Pos=NN PPos=DT StartS=f I
Word=is Pos=VBZ PPos=NN StartS=f O
Word=part Pos=NN PPos=VBZ StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=a Pos=DT PPos=IN StartS=f I
Word=continuing Pos=VBG PPos=DT StartS=f I
Word=effort Pos=NN PPos=VBG StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=shift Pos=VB PPos=TO StartS=f O
Word=the Pos=DT PPos=VB StartS=f I
Word=criticism Pos=NN PPos=DT StartS=f I
Word=for Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=failure Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=recent Pos=JJ PPos=DT StartS=f I
Word=coup Pos=NN PPos=JJ StartS=f I
Word=attempt Pos=NN PPos=NN StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=Panama Pos=NNP PPos=IN StartS=f I
Word=. Pos=. PPos=NNP StartS=f O

Word=The Pos=DT StartS=t I
Word=statement Pos=NN PPos=DT StartS=f I
Word=added Pos=VBD PPos=NN StartS=f O
Word=, Pos=, PPos=VBD StartS=f O
Word=`` Pos=`` PPos=, StartS=f O
Word=Someone Pos=NN PPos=`` StartS=f I
Word=has Pos=VBZ PPos=NN StartS=f O
Word=regrettably Pos=RB PPos=VBZ StartS=f O
Word=chosen Pos=VBN PPos=RB StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=selectively Pos=RB PPos=TO StartS=f O
Word=summarize Pos=VB PPos=RB StartS=f O
Word=portions Pos=NNS PPos=VB StartS=f I
Word=of Pos=IN PPos=NNS StartS=f O
Word=highly Pos=RB PPos=IN StartS=f I
Word=classified Pos=VBN PPos=RB StartS=f I
Word=correspondence Pos=NN PPos=VBN StartS=f I
Word=between Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=two Pos=CD PPos=DT StartS=f I
Word=branches Pos=NNS PPos=CD StartS=f I
Word=of Pos=IN PPos=NNS StartS=f O
Word=government Pos=NN PPos=IN StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=Not Pos=RB StartS=t O
Word=only Pos=RB PPos=RB StartS=f O
Word=does Pos=VBZ PPos=RB StartS=f O
Word=this Pos=DT PPos=VBZ StartS=f I
Word=come Pos=JJ PPos=DT StartS=f O
Word=close Pos=RB PPos=JJ StartS=f O
Word=to Pos=TO PPos=RB StartS=f O
Word=a Pos=DT PPos=TO StartS=f I
Word=violation Pos=NN PPos=DT StartS=f I
Word=of Pos=IN PPos=NN StartS=f O
Word=law Pos=NN PPos=IN StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=it Pos=PRP PPos=, StartS=f I
Word=violates Pos=VBZ PPos=PRP StartS=f O
Word=the Pos=DT PPos=VBZ StartS=f I
Word=trust Pos=NN PPos=DT StartS=f I
Word=we Pos=PRP PPos=NN StartS=f B
Word=have Pos=VBP PPos=PRP StartS=f O
Word=all Pos=DT PPos=VBP StartS=f O
Word=worked Pos=VBN PPos=DT StartS=f O
Word=to Pos=TO PPos=VBN StartS=f O
Word=develop Pos=VB PPos=TO StartS=f O
Word=. Pos=. PPos=VB StartS=f O
Word='' Pos='' PPos=. StartS=f O

Word=Sen. Pos=NNP StartS=t I
Word=Boren Pos=NNP PPos=NNP StartS=f I
Word=said Pos=VBD PPos=NNP StartS=f O
Word=, Pos=, PPos=VBD StartS=f O
Word=`` Pos=`` PPos=, StartS=f O
Word=It Pos=PRP PPos=`` StartS=f I
Word='s Pos=VBZ PPos=PRP StartS=f O
Word=time Pos=NN PPos=VBZ StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=stop Pos=VB PPos=TO StartS=f O
Word=bickering Pos=NN PPos=VB StartS=f O
Word=and Pos=CC PPos=NN StartS=f O
Word=work Pos=NN PPos=CC StartS=f O
Word=together Pos=RB PPos=NN StartS=f O
Word=to Pos=TO PPos=RB StartS=f O
Word=develop Pos=VB PPos=TO StartS=f O
Word=a Pos=DT PPos=VB StartS=f I
Word=clear Pos=JJ PPos=DT StartS=f I
Word=and Pos=CC PPos=JJ StartS=f I
Word=appropriate Pos=JJ PPos=CC StartS=f I
Word=policy Pos=NN PPos=JJ StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=help Pos=VB PPos=TO StartS=f O
Word=the Pos=DT PPos=VB StartS=f I
Word=country Pos=NN PPos=DT StartS=f I
Word=in Pos=IN PPos=NN StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=future Pos=NN PPos=DT StartS=f I
Word=. Pos=. PPos=NN StartS=f O

Word=I Pos=PRP StartS=t I
Word='ve Pos=VBP PPos=PRP StartS=f O
Word=invited Pos=VBN PPos=VBP StartS=f O
Word=the Pos=DT PPos=VBN StartS=f I
Word=president Pos=NN PPos=DT StartS=f I
Word=to Pos=TO PPos=NN StartS=f O
Word=send Pos=VB PPos=TO StartS=f O
Word=his Pos=PRP$ PPos=VB StartS=f I
Word=suggestions Pos=NNS PPos=PRP$ StartS=f I
Word=to Pos=TO PPos=NNS StartS=f O
Word=the Pos=DT PPos=TO StartS=f I
Word=committee Pos=NN PPos=DT StartS=f I
Word=. Pos=. PPos=NN StartS=f O
Word='' Pos='' PPos=. StartS=f O

Word=Republican Pos=NNP StartS=t I
Word=Sen. Pos=NNP PPos=NNP StartS=f I
Word=William Pos=NNP PPos=NNP StartS=f I
Word=Cohen Pos=NNP PPos=NNP StartS=f I
Word=of Pos=IN PPos=NNP StartS=f O
Word=Maine Pos=NNP PPos=IN StartS=f I
Word=, Pos=, PPos=NNP StartS=f O
Word=the Pos=DT PPos=, StartS=f I
Word=panel Pos=NN PPos=DT StartS=f I
Word='s Pos=POS PPos=NN StartS=f B
Word=vice Pos=NN PPos=POS StartS=f I
Word=chairman Pos=NN PPos=NN StartS=f I
Word=, Pos=, PPos=NN StartS=f O
Word=said Pos=VBD PPos=, StartS=f O
Word=of Pos=IN PPos=VBD StartS=f O
Word=the Pos=DT PPos=IN StartS=f I
Word=disclosure Pos=NN PPos=DT StartS=f I
